zotero_key,item_type,title,creators,date,publication_title,publisher,doi,url,abstract,all_tags,all_collections,validity_status,is_valid
APGWFF77,journalArticle,Software Citation Principles,"A., Smith; D. S., Katz; K. E., Niemeyer; FORCE11 Software Citation Working, Group",2016,PeerJ Computer Science,,10.7717/peerj-cs.86,https://doi.org/10.7717/peerj-cs.86,"This paper presents a set of principles for citing software in academic research. It emphasizes the importance of credit, unique identification, persistence, and accessibility for software as a citable research product.",FORCE11; PeerJ Computer Science; citation principles; research software; software citation; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
XT6WALJY,blogPost,Journey or destination: Is software sustainability different in the humanities?,"Catherine, Smith",5/2/2020,,,,https://www.software.ac.uk/blog/journey-or-destination-software-sustainability-different-humanities,"Last summer I attended the DH2019 conference as part of my fellowship and while there I attended many sessions about preservation and sustainability. I was quite surprised at how different the conversations were compared to those on the same topic that I had heard at Software Sustainability Institute and RSE events; while reference was often made to the importance of documentation, the use of automated testing and version control were rarely mentioned. One presenter did have unit testing on their todo list and the RSE teams involved in the sustainability panel did say they use testing as part of the software lifecycle but did not consider it part of preservation. I think that this is because the object being sustained is different in digital humanities projects: the destination matters more than the journey.",source: ChatGPT-DR; valid,OpenAI-DR,valid,True
HXEFGPBW,report,Large-scale Computing: The Case for Greater UK Coordination,"Government Office for, Science (UK)",2018,,,,https://www.gov.uk/government/publications/large-scale-computing-the-case-for-greater-uk-coordination,"This official report emphasizes that high-quality software is central to exploiting large-scale computing infrastructures in the UK. It warns against focusing solely on hardware investments and recommends funding for ongoing software development, maintenance, and training to ensure maximum scientific and economic return from advanced computing resources.",HPC; Infrastructure; Large-scale computing; UK policy; software maintenance; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
S4RYPRP7,report,"Research software is essential for research data, so how should governments respond?","Research Software, Alliance (ReSA)",2021,,,,https://researchsoftware.org/blog/policy-recommendations.html,"ReSA outlines steps for governments to integrate software in open science policies, fund maintenance and training programs, and adopt best practices like FAIR4RS. Stresses the need for stable infrastructure and recognition of software in scholarly credit systems. Encourages global coordination via RDA, UNESCO, and the G7 open science agenda.",ReSA; citation-problem; global coordination; open science; policy; software sustainability; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
A7926YXC,report,Turning FAIR into Reality,"European Commission Expert Group on FAIR, Data",2018,,,,https://op.europa.eu/en/publication-detail/-/publication/7769a148-f1f6-11e8-9982-01aa75ed71a1/,"An influential expert group report extending FAIR principles to all digital research objects, including software. Encourages persistent identifiers, standardized metadata, and open licensing for code. Stresses the importance of linking data and software for reproducibility. Lays groundwork for subsequent European Open Science policies that regard software as a first-class research output.",European Commission; FAIR principles; citation-problem; digital objects; open science; software metadata; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
F3WF2DME,report,URSSI Conceptualization Workshops and Reports,"U. S. Research Software Sustainability Institute (URSSI) Conceptualization, Project",2018,,,,https://urssi.us,"A series of workshops and surveys conducted to plan a US Research Software Sustainability Institute. The reports identify social and technical impediments to sustaining research code, stressing the need for incentives, career paths for software engineers, and best practices in collaborative development. They propose a national institute to coordinate knowledge, training, and resources for long-term software maintenance.",Incentives; Research software; Sustainability challenges; URSSI; Workshops; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
GUENT96Y,blogPost,Software Sustainability Institute Blogs on Sustainable Humanities Computing,Software Sustainability Institute,,,,,https://www.software.ac.uk/blog,A collection of blog posts by the Software Sustainability Institute (UK) that illustrate examples of open-source practices in archaeological software and broader digital humanities contexts.,SSI; blogs; digital humanities; open source; software sustainability; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
G9GIFVJW,report,Research software sustainability in the Netherlands: Current practices and recommendations,LCRDM Task Group,2021,,,,https://dans.knaw.nl,"This report defines sustainability for research software in terms of archiving, reproducibility, and reuse. It presents current practices in the Netherlands and offers recommendations for national support and the use of long‐term archives such as Software Heritage.",Netherlands; archiving; reproducibility; research software; source: ChatGPT-DR; sustainability; valid,OpenAI-DR,valid,True
ENNRYIIX,journalArticle,Understanding the Scientific Software Ecosystem and its Impact: Current and Future Measures,"James, Howison; Ewa, Deelman; Michael J., McLennan; Rafael Ferreira da, Silva; James D., Herbsleb",2015,Research Evaluation,,10.1093/reseval/rvv014,,"The authors analyze the role of software in science, examining how it is produced, used, and credited. They discuss the mismatch between the incremental, collaborative nature of software development and academic reward systems. The paper reviews existing measures of software impact (like citations and downloads) and proposes improved methods to evaluate and encourage sustainable software development in research, emphasizing the need for new incentives and recognition in scholarly communities.",academic credit; impact measurement; research evaluation; research software; scholarly incentives; software citation; software ecosystem; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
HZKQ27JX,journalArticle,Replication Code Availability Over Time and Across Fields: Evidence from the German Socio-Economic Panel,"Lukas, Fink; Jan, Marcus",2024,Economic Inquiry,,10.1111/ecin.13267,https://doi.org/10.1111/ecin.13267,"This study examines the availability of replication code for over 2,500 peer-reviewed articles based on a long-running panel dataset (SOEP). It finds that only about 6% of studies initially made their code available, though this has improved in recent years. The paper explores factors influencing code archiving and provides evidence that journal policies mandating code/data availability significantly increase the likelihood of preservation.",code availability; empirical analysis; longitudinal study; replication; reproducibility; scholarly norms; social science; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
LK74YD4Y,journalArticle,Introducing the FAIR Principles for research software,"Michelle, Barker; Neil P., Chue Hong; Daniel S., Katz; Anna-Lena, Lamprecht; Carlos, Martinez-Ortiz; Fotis, Psomopoulos; Jennifer, Harrow; Leyla Jael, Castro; Morane, Gruenpeter; Paula Andrea, Martinez; Tom, Honeyman",2022-10-14,Scientific Data,,10.1038/s41597-022-01710-x,https://www.nature.com/articles/s41597-022-01710-x,"Abstract
            Research software is a fundamental and vital part of research, yet significant challenges to discoverability, productivity, quality, reproducibility, and sustainability exist. Improving the practice of scholarship is a common goal of the open science, open source, and FAIR (Findable, Accessible, Interoperable and Reusable) communities and research software is now being understood as a type of digital object to which FAIR should be applied. This emergence reflects a maturation of the research community to better understand the crucial role of FAIR research software in maximising research value. The FAIR for Research Software (FAIR4RS) Working Group has adapted the FAIR Guiding Principles to create the FAIR Principles for Research Software (FAIR4RS Principles). The contents and context of the FAIR4RS Principles are summarised here to provide the basis for discussion of their adoption. Examples of implementation by organisations are provided to share information on how to maximise the value of research outputs, and to encourage others to amplify the importance and impact of this work.",FAIR principles; FAIR4RS; Open science; RDA; ReSA; Research software; Reusability; Software metadata; best practice; citation-problem; interoperability; licensing; metadata; open science; research software; research software management; software reuse; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
UYCYU953,report,Research Software Sustainability: Report on a Knowledge Exchange Workshop,"Simon, Hettrick",2016-02-01,,,,https://digitalcommons.unl.edu/scholcom/6,,EU cooperation; Knowledge Exchange; Software sustainability; incentives; maintenance funding; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
QZKTTSSH,journalArticle,What's Left When It's Over: Libraries and Digital Humanities Project Preservation,"Lisa, Goddard",2023,IDEAH: Interdisciplinary Digital Engagement in Arts & Humanities,,10.21428/f1f23564.00188fc5,https://ideah.pubpub.org/pub/mfid9ero,"Explores how academic libraries can partner in preserving digital humanities projects. Reports on a survey of 127 DH projects (1980s–2010s) finding only 10% had long-term archival plans. Discusses six preservation strategies (dark archive, repository deposit, web harvesting, emulation, dynamic site preservation, static archiving) and examines their technical and resource implications. Stresses that organizational commitment is crucial to digital longevity.",Academic libraries; Digital humanities; Digital preservation; Endings project; Survey; Sustainability strategies; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
HKU6I8XP,report,Open Science: Enabling Discovery in the Digital Age (Policy Note No. 13),"Organisation for Economic, Co-operation; Development (OECD)",2020,,,,https://www.oecd.org/en/publications/open-science-enabling-discovery-in-the-digital-age_81a9dcf0-en.html,"OECD policy note discussing how open science practices, including the sharing of data and software, accelerate innovation and collaboration. Encourages governments to invest in sustainable infrastructure for data and code, develop standards for metadata and PIDs, and reform academic incentives to reward open-science activities. Emphasizes bridging the digital divide and fostering global cooperation.",OECD; citation-problem; digital age; infrastructure; open science; policy; software; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
TEA42JNJ,conferencePaper,Adopting Generative AI for Literature Reviews: An Epistemological Perspective,"Guido, Schryen; Marrone, Mauricio; Yang, Jiaqi",2023,,,DOI not available,https://ris.uni-paderborn.de/record/47427,"This conference paper explores the potential of generative AI tools, such as ChatGPT and Bard, for supporting literature reviews. It offers an epistemological critique, arguing that while AI can boost productivity, genuine innovation in knowledge creation still depends on human expertise.",ChatGPT; citation-problem; conference; epistemology; generative AI; literature review; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
R3S925YH,preprint,Chatbot-supported Thesis Writing: An Autoethnographic Report,"N., Schwenke; Söbke, Heinrich; Eckhard, Kraft",2023,,,https://doi.org/10.48550/arXiv.2311.10729,,This preprint presents an autoethnographic account of a student’s extensive use of ChatGPT in writing a thesis. It documents how the chatbot aided in brainstorming and editing but was unreliable for generating accurate references.,AI support; ChatGPT; academic writing; autoethnography; citation-problem; source: ChatGPT-DR; thesis writing; valid,OpenAI-DR,valid,True
2W2SMLRL,journalArticle,Evaluating Literature Reviews Conducted by Humans Versus ChatGPT: Comparative Study,"Mehrnaz, Mostafapour; Jacqueline H., Fortier; Karen, Pacheco; Heather, Murray; Gary, Garber",2024,JMIR AI,,10.2196/56537,https://ai.jmir.org/2024/1/e56537/,"This study compares literature reviews conducted by humans versus ChatGPT-4. It found that while GPT-4 can quickly draft a broad literature review with impressive breadth, human oversight is necessary for accuracy and depth due to errors in contextual understanding.",AI evaluation; ChatGPT; JMIR AI; human oversight; literature review; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
Y24NPPSW,report,Research software sustainability in the Netherlands: Current practices and recommendations,"Saskia Van, Eeuwijk; Tom, Bakker; Maria, Cruz; Vera, Sarkol; Barbara, Vreede; Bart, Aben; Patrick, Aerts; Gerard, Coen; Bob Van, Dijk; Peter, Hinrich; Lena, Karvovskaya; Meta Keijzer-De, Ruijter; Jacko, Koster; Jason, Maassen; Miriam, Roelofs; Jan, Rijnders; Alfons, Schroten; Laurents, Sesink; Chris Van Der, Togt; Jurgen, Vinju; Petri De, Willigen",2021-02-16,,,,https://zenodo.org/record/4543568,"This report defines sustainability for research software in terms of archiving, reproducibility, and reuse. It presents current practices in the Netherlands and offers recommendations for national support and the use of long‐term archives such as Software Heritage.

This LCRDM report presents a survey of current research software practices. We hope that the results will contribute to a profound discussion among all the stakeholders: what is needed in terms of policies and conditions to implement sustainable research software management in the Netherlands? Research software has a pivotal role in enabling reproducible research and open science. The findings and recommendations in this report are based on interviews with research staff experienced in software development as well as an exploratory review of existing national and international initiatives. Key topics in this report are academic recognition, necessary skills and relevant support",Archiving; National strategy; Netherlands; Reproducibility; Research Software Management; Research software; Software sustainability policy; Stakeholder collaboration; Sustainable Research Software; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
MGC8SIPJ,journalArticle,The State of Sustainable Research Software: Results from the Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE5.1),"Daniel S., Katz; Stephan, Druskat; Robert, Haines; Caroline, Jay; Alexander, Struck",2019,Journal of Open Research Software,,10.5334/jors.242,,"Summarizes key themes from the 5th WSSSPE workshop, an international gathering on sustainable research software. Topics include encouraging best practices in software development, creating career paths for research software engineers, learning and training initiatives, and methods to credit software contributions in academia. Provides community-based definitions (e.g. defines sustainable software as software able to evolve and remain functional over time on new platforms addressing new needs). Offers insight into the collective priorities and ongoing efforts in the research software community.",Best practices; Community workshop; Credit and careers; Research Software Engineering; Sustainable software; WSSSPE; policy; recommendations; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
765Q33XU,journalArticle,DH as Data: Establishing Greater Access through Sustainability,"Alex, Kinnaman; Corinne, Guimont",2023,Digital Humanities Quarterly,,,https://www.digitalhumanities.org/dhq/vol/17/3/000715/000715.html,"This paper presents methodology and findings from a multi-case study exploring the use of preservation and sustainability measures to increase access to digital humanities (DH) content. Specifically, we seek to develop a workflow to both prepare DH content for preservation while enhancing the accessibility of the project. This work is based on the idea of treating DH as traditional data by applying data curation and digital preservation methods to DH content. Our outcomes are an evaluation of the process and output using qualitative methods, publicly accessible and described project components on two Virginia Tech projects, and a potential workflow that can be applied to future work. By breaking down individual projects into their respective components of content, code, metadata, and documentation and examining each component individually for access and preservation, we can begin migrating our digital scholarship to a sustainable, portable, and accessible existence.",Accessibility; Case study; Data curation; Digital humanities; Library collaboration; Preservation workflow; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
B499ZYIE,journalArticle,Engineering the Software for Understanding Climate Change,"Steve, Easterbrook; Tim, Johns",2009,Computing in Science & Engineering,,https://doi.org/10.1109/MCSE.2009.193,,"Discusses the development and maintenance of climate modeling software by the scientific community. Highlights the iterative, experiment-driven approach to developing climate software and how it differs from traditional software engineering, yet still requires rigorous testing and validation. Addresses longevity by noting that climate models evolve over decades, requiring continuous management of code and data. Although domain-specific, it provides insight into sustaining complex scientific software, offering parallels for other domains.",Case study; Climate models; Long-term development; Scientific software; Software engineering; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
WBF5F95P,journalArticle,Supporting Digital Scholarship in Research Libraries: Scalability and Sustainability,"Jennifer, Vinopal; Monica, McCormick",2013,Journal of Library Administration,,10.1080/01930826.2013.756689,,"Analyzes how research libraries can develop services and organizational structures to support digital scholarship (including humanities projects). Identifies challenges in scaling support given limited resources and growing demand. Proposes a tiered service model and emphasizes the need for sustainability planning in project support. While focused on library admin perspective, it underlines the importance of aligning digital project support with long-term library preservation functions. Often cited as a foundational work on library-based digital scholarship sustainability.",Digital scholarship support; Organizational strategy; Research libraries; Service models; Sustainability planning; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
LXP28XH7,journalArticle,Managing 100 Digital Humanities Projects: Digital Scholarship & Archiving in King’s Digital Lab,"James, Smithies; Carina, Westling; Anna-Maria, Sichani; Patrick, Mellen; Arianna, Ciula",2019,Digital Humanities Quarterly,,,http://digitalhumanities.org/dhq/vol/13/1/000411/000411.html,"Details the operational practices of King's Digital Lab (KDL) in managing a large portfolio of digital humanities projects. Discusses how KDL balances active development with archiving and sustaining older projects. Introduces the concept of a 'digital preservation pipeline' integrated into project workflows. Topics include project metadata, containerization for preservation, pragmatic archiving (e.g., static site generation for legacy projects), and the role of institutional commitment. Provides a model for sustainability at scale within a university context.",Archiving; Case study; Digital humanities; Institutional infrastructure; King's Digital Lab; Project management; archiving; case study; digital humanities; project management; source: ChatGPT-DR; sustainability; valid,OpenAI-DR,valid,True
SIJUKJFE,journalArticle,"After Innovation, Turn to Maintenance","Andrew L., Russell; Lee, Vinsel",2018,Technology and Culture,,10.1353/tech.2018.0004,,"Argues that society's focus on innovation should be balanced by greater emphasis on maintenance, repair, and care of existing technologies. Provides historical and cultural analysis of why maintenance is undervalued. Relevant to software sustainability in suggesting that maintaining and iterating on software is as important as creating new software. Invokes examples from infrastructure and software to illustrate how maintenance work is often hidden yet crucial. The essay spurred discussions in multiple fields about recognizing and rewarding maintenance (e.g., the ""Maintainers"" movement).",History of technology; Innovation vs. maintenance; Maintenance; Sustainability culture; The Maintainers; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
476GP8J9,journalArticle,Shelf life: Identifying the abandonment of online digital humanities projects,"L., Meneses; R., Furuta",2019,Digital Scholarship in the Humanities,,https://doi.org/10.1093/llc/fqy079,https://academic.oup.com/dsh/article/34/Supplement_1/i129/5270841,This article introduces the concept of “shelf life” as a measure for the persistence of digital humanities projects. It explores factors that lead to the abandonment of online projects and proposes evaluation metrics.,digital humanities; evaluation; persistence; project abandonment; shelf life; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
F8LBXMW9,journalArticle,Artificial Intelligence and the Practice of History: A Forum,"Meadows, R. Darrell; Sternfeld, Joshua",2023-09,American Historical Review,,https://doi.org/10.1093/ahr/rhad362,URL not available,"This collection of essays discusses the implications and opportunities of artificial intelligence in historical research and teaching. Contributors examine AI’s role in handling historical sources, address biases in training data, and debate the concept of AI as a historian.",AI forum; artificial intelligence; citation-problem; digital humanities; historiography; history; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
TM9T8VBR,journalArticle,"Open archaeology, open source? Collaborative practices in an emerging community of archaeological software engineers","Zachary, Batist; Joe, Roe",2024,Internet Archaeology,,10.11141/ia.67.13,https://doi.org/10.11141/ia.67.13,"This article analyzes collaborative practices among archaeological software engineers by examining 25 years of projects on GitHub. It finds that most projects have very few contributors, which may limit community sustainability. The paper discusses the promise and challenges of open-source development in the archaeological domain.",archaeology; collaboration; digital humanities; keystone; open source; software engineering; source: ChatGPT-DR; valid,OpenAI-DR,valid,True
S986QMKE,webpage,The Endings Project: Principles for Digital Longevity,"Stewart, Arneil; John D., Simpson; the Endings Project, team",2018,,,,https://endings.uvic.ca/,"Presents a set of principles to guide the development and closure of digital humanities projects to ensure long-term sustainability. Recommends using open, non-proprietary data formats, version control for code and data, comprehensive documentation, and creation of static outputs for preservation. Derived from experiences with multiple Canadian humanities projects. Provides a framework adopted by UVic projects and beyond.",Best practices; Digital longevity; End-of-life planning; Guidelines; Open formats; UVic Endings Project; citation-problem; digital longevity; digital preservation; documentation; guidelines; source: ChatGPT-DR; source: perplexity; sustainability; valid,OpenAI-DR,valid,True
S4IVEAKX,preprint,Software Sustainability: A Systematic Literature Review and Comprehensive Analysis,"Asif, Imran; Tevfik, Kosar",2019,,,,https://arxiv.org/abs/1910.06109,,best practices; literature survey; literature synthesis; reference model; software engineering; software sustainability; source: ChatGPT-DR; source: elicit; sustainability factors; systematic review; valid,OpenAI-DR,valid,True
WNW4A2GU,journalArticle,Fading Away... The challenge of sustainability in digital studies,"Christine, Barats; Valérie, Schafer; Andreas, Fickers",2020,Digital Humanities Quarterly,,,http://digitalhumanities.org/dhq/vol/14/3/000484/000484.html,"Emphasizes the need to consider sustainability as key in digital humanities research. Discusses tensions between long-term data preservation and short software lifecycles, noting technical and institutional challenges. Argues that sustainability in HSS requires addressing social practices and epistemic traditions alongside technology.",Data lifecycle; Digital Humanities; Institutional challenges; Preservation; Sustainability; citation-problem; data preservation; digital humanities; digital studies; keystone; research infrastructure; source: ChatGPT-DR; source: perplexity; sustainability; valid,OpenAI-DR,valid,True
R4PN9Q5E,journalArticle,Facing the challenge of digital sustainability as humanities researchers,"Joanna, Tucker",2022,Journal of the British Academy,,10.5871/jba/010.093,https://www.thebritishacademy.ac.uk/publishing/journal-british-academy/10/facing-the-challenge-of-digital-sustainability-as-humanities-researchers/,"Humanities researchers are increasingly united in their concerns about the long-term sustainability of digital resources. Much of our work is now reliant upon the use of resources such as databases, online research tools and digital editions. Libraries and archives are undertaking programmes of �mass digitisation�, making our primary sources available to view as digital images on the web. This article presents a view of the current landscape as well as thoughts for the future of digital research for scholars in the humanities. It considers four aspects of sustainability (technological, financial, environmental and �human�), and offers a new working definition for digital sustainability in this context. This centres on sustainability not just as a technical concern but as a multifaceted activity within which humanities researchers can play a crucial role.",digital research; digital sustainability; humanities; keystone; preservation; source: ChatGPT-DR; source: perplexity; sustainability challenges; valid,OpenAI-DR,valid,True
